Accuracy,Loss
10.247564935064934,2.3033841801928236
10.308441558441558,2.3033036535436455
10.308441558441558,2.30319095277167
10.308441558441558,2.303156295380035
10.308441558441558,2.3030649191373356
10.308441558441558,2.30304513039527
10.308441558441558,2.3030135012292243
10.308441558441558,2.3029526735281016
10.308441558441558,2.3029644396397972
10.308441558441558,2.3028840089773204
10.308441558441558,2.3028566434785915
10.308441558441558,2.3027941530401055
10.308441558441558,2.3027530645395253
10.308441558441558,2.302677764521017
10.308441558441558,2.302603312901088
10.308441558441558,2.3025642772773645
10.308441558441558,2.3025094224261
10.308441558441558,2.302477078004317
10.308441558441558,2.3023552523030864
10.308441558441558,2.30232040293805
10.308441558441558,2.3023031624880703
10.308441558441558,2.302216334776445
10.308441558441558,2.302125395118416
10.308441558441558,2.302049884548435
10.308441558441558,2.3019657444644284
10.308441558441558,2.3019472995361725
10.308441558441558,2.301844191241574
10.308441558441558,2.3017762481392205
10.308441558441558,2.301680951923519
10.308441558441558,2.3016636309685645
10.308441558441558,2.3016166284486843
10.308441558441558,2.301539823606417
10.308441558441558,2.3013951128179375
10.308441558441558,2.3013431840128713
10.308441558441558,2.3012392768612155
10.308441558441558,2.3011627352082886
10.308441558441558,2.3010693463412197
10.308441558441558,2.3010520439643365
10.308441558441558,2.300911726889672
10.308441558441558,2.3008495151222528
10.308441558441558,2.300737077539617
10.308441558441558,2.300616558496054
10.308441558441558,2.3005280463726487
10.308441558441558,2.300433768854513
10.308441558441558,2.3003379214893687
10.308441558441558,2.300266377337567
10.308441558441558,2.3001199418848213
10.308441558441558,2.3000271444196825
10.308441558441558,2.299882219983386
10.308441558441558,2.299785567568494
10.308441558441558,2.2996643301728485
10.308441558441558,2.29948201427212
10.308441558441558,2.299295580232298
10.308441558441558,2.299178018198385
10.308441558441558,2.2990213957699863
10.308441558441558,2.298850037834861
10.308441558441558,2.2986715737875407
10.308441558441558,2.298518905391941
10.308441558441558,2.298365075866897
10.308441558441558,2.2982122743284545
10.308441558441558,2.298142405299397
10.308441558441558,2.2978401338899292
10.308441558441558,2.2976132491966346
10.308441558441558,2.297427747156713
10.308441558441558,2.297215904508318
10.308441558441558,2.296946364563781
10.308441558441558,2.2965756298659685
10.308441558441558,2.296240945915123
10.308441558441558,2.2960042891564307
10.308441558441558,2.2955550930716773
10.308441558441558,2.295215266091483
10.308441558441558,2.2949753426886224
10.308441558441558,2.294423233379017
10.308441558441558,2.293984026103825
10.308441558441558,2.2936907093246264
10.308441558441558,2.2929602009909495
10.308441558441558,2.2924471365941037
10.308441558441558,2.291859332617227
10.308441558441558,2.291123678157856
10.308441558441558,2.2902002984827217
10.308441558441558,2.289396722595413
10.308441558441558,2.2885847277455516
10.308441558441558,2.2876682529201755
10.308441558441558,2.2864441964533424
10.308441558441558,2.28482545815505
10.308441558441558,2.2833041525506355
10.308441558441558,2.2812620695535237
10.308441558441558,2.279684401177741
10.308441558441558,2.277604025679749
10.308441558441558,2.27578371840638
10.308441558441558,2.273872731567977
10.308441558441558,2.2708290521200603
10.308441558441558,2.267586599696766
10.308441558441558,2.264026347692911
10.369318181818182,2.2601893784163836
10.633116883116884,2.257285656867089
10.693993506493506,2.2535136055636715
11.465097402597403,2.2492862367010735
12.702922077922079,2.2470761583997056
14.853896103896103,2.243417656266844
14.630681818181818,2.240212651042195
15.158279220779221,2.2357275455028978
16.294642857142858,2.2333013082479503
17.248376623376622,2.226140006796106
16.254058441558442,2.2278503040214637
16.619318181818183,2.21919465993906
16.578733766233768,2.2150061656902365
16.254058441558442,2.2128070732215783
16.63961038961039,2.2051791711287065
16.70048701298701,2.206086864719143
16.35551948051948,2.2110993242883064
18.973214285714285,2.196804158099286
19.054383116883116,2.1924796104431152
17.288961038961038,2.1858684428326494
17.086038961038962,2.1821450784608913
17.045454545454547,2.1803173337663924
17.167207792207794,2.175849821660426
17.288961038961038,2.1767839425570004
20.657467532467532,2.1679214316529114
19.196428571428573,2.1686690411010345
18.303571428571427,2.161652930371173
17.65422077922078,2.1734374033940305
18.445616883116884,2.1532183653348453
17.633928571428573,2.163109965138621
19.866071428571427,2.1553117423862607
19.318181818181817,2.177739883398081
18.060064935064936,2.182501368708425
17.99918831168831,2.178144394577324
18.01948051948052,2.160187919418533
18.729707792207794,2.170240552394421
14.97564935064935,2.1875873262232
18.120941558441558,2.1494027128467312
19.054383116883116,2.166618210928781
18.506493506493506,2.1751979388199842
19.379058441558442,2.1524646158342238
18.039772727272727,2.1513905943214118
18.405032467532468,2.160033318903539
18.75,2.168415270842515
16.842532467532468,2.185165987386332
17.877435064935064,2.1812891495692264
17.00487012987013,2.172990083694458
18.66883116883117,2.138353595485935
21.79383116883117,2.1363972998284675
18.648538961038962,2.1502653004287127
16.213474025974026,2.184902664902922
19.906655844155843,2.131862558327712
18.54707792207792,2.120685653253035
22.301136363636363,2.1093307934798204
20.535714285714285,2.1042997589359036
20.0487012987013,2.1087703519053274
19.744318181818183,2.1157297344950887
20.332792207792206,2.105625906547943
20.556006493506494,2.1037698132651195
20.23133116883117,2.1263291030735165
21.002435064935064,2.146450039628264
20.941558441558442,2.1559640354924388
21.712662337662337,2.114697468745244
