Accuracy,Loss
10.775162337662337,2.3025123949174757
10.775162337662337,2.3025000528855757
10.775162337662337,2.3025185132955577
10.775162337662337,2.3025938969153863
10.775162337662337,2.3025632307126926
10.775162337662337,2.3025589546599945
10.775162337662337,2.302622723889041
10.775162337662337,2.3026394348639947
10.775162337662337,2.3026458040460365
10.775162337662337,2.3027127965704186
10.775162337662337,2.302649820005739
10.775162337662337,2.3026974727581075
10.775162337662337,2.3027067246375146
10.775162337662337,2.3026261917956465
10.775162337662337,2.3026506064774153
10.775162337662337,2.30267029304009
10.775162337662337,2.3026992005187195
10.775162337662337,2.3026746960429403
10.775162337662337,2.302720280436726
10.775162337662337,2.302762681787664
10.775162337662337,2.3027336566479173
10.775162337662337,2.302731349870756
10.775162337662337,2.3027286374723754
10.775162337662337,2.3027648894817796
10.775162337662337,2.302806566287945
10.775162337662337,2.302838114949016
10.775162337662337,2.302860133059613
10.775162337662337,2.302791196030456
10.775162337662337,2.3028217662464487
10.775162337662337,2.3026438099997386
10.775162337662337,2.3026100629335873
10.775162337662337,2.302572433050577
10.775162337662337,2.3024795798512248
10.775162337662337,2.30250917162214
10.775162337662337,2.3024844070533654
10.775162337662337,2.302357899678218
10.775162337662337,2.302194644878437
10.775162337662337,2.301973426496828
10.775162337662337,2.301489226229779
10.775162337662337,2.301176551100496
10.775162337662337,2.301386919888583
10.775162337662337,2.300986896861683
10.795454545454545,2.301275401920467
11.059253246753247,2.3006662207764466
11.911525974025974,2.298251755825885
11.607142857142858,2.297544358612655
13.311688311688311,2.2976632551713423
12.033279220779221,2.297553706478763
12.357954545454545,2.295092542450149
12.2362012987013,2.2954483682459053
12.581168831168831,2.2947856451009776
11.708603896103897,2.302881466877925
14.549512987012987,2.3145220124876342
14.123376623376624,2.297822664310406
11.363636363636363,2.548557863607035
15.07711038961039,2.500560971049519
9.659090909090908,2.328564399248594
10.38961038961039,2.3182923112596785
12.155032467532468,2.311792466547582
12.418831168831169,2.303933149808413
14.143668831168831,2.2976264458198052
15.280032467532468,2.291534541489242
14.97564935064935,2.2826194484512525
14.935064935064934,2.2752260449644806
15.80762987012987,2.2696460934428426
16.761363636363637,2.2645871267690287
15.767045454545455,2.2635130417811404
14.488636363636363,2.2590235425280287
14.366883116883116,2.2532258002788987
14.691558441558442,2.250776213484925
15.036525974025974,2.2507518049958466
14.650974025974026,2.245707199170992
14.61038961038961,2.243164694154417
15.706168831168831,2.2405400059439917
15.422077922077921,2.236496906775933
14.224837662337663,2.2590259112320936
15.72646103896104,2.2300685597704604
14.935064935064934,2.2352436517740224
15.72646103896104,2.228575542375639
15.685876623376624,2.2333944710818203
16.11201298701299,2.219592763231946
14.97564935064935,2.2942613812236043
18.181818181818183,2.22886611269666
15.422077922077921,2.2454416287409793
17.877435064935064,2.200326021615561
15.320616883116884,2.3104866077373556
13.51461038961039,2.229622388814951
15.767045454545455,2.2490615225457526
15.381493506493506,2.385950738733465
15.848214285714286,2.2607151780809676
16.11201298701299,2.3313258530257586
16.274350649350648,2.2278737495471903
15.645292207792208,2.285490754362825
12.39853896103896,2.2085312991947323
16.213474025974026,2.3350348472595215
15.3612012987013,2.2615535352137184
16.801948051948052,2.270251596128786
16.132305194805195,2.214085684194193
15.645292207792208,2.3541549304863074
12.357954545454545,2.2238257643464325
16.233766233766232,2.2679737001270444
18.506493506493506,2.1781153586003685
15.44237012987013,2.520835328411746
9.699675324675324,2.3546587213293297
11.546266233766234,2.308431547957581
12.621753246753247,2.2431349042174102
17.065746753246753,2.201903826230532
16.558441558441558,2.217823545654099
16.294642857142858,2.2539414461556966
17.126623376623378,2.1640687453282346
15.52353896103896,2.4854886810500902
10.328733766233766,2.323390264015693
15.969967532467532,2.1828593619458085
16.335227272727273,2.2697512453252617
15.320616883116884,2.2181947695744504
16.63961038961039,2.2826417576182974
13.189935064935066,2.190675128589977
14.813311688311689,3.0753960980997457
9.659090909090908,2.3852970878799242
9.659090909090908,2.3721742815785594
10.02435064935065,2.344108024200836
11.323051948051948,2.3218522164728737
14.488636363636363,2.2798192346250854
16.35551948051948,2.237863147413576
